transaction_id,user_id,amount,transaction_type,device_type,location,time_of_transaction,failed_attempts,is_night,new_device,transaction_velocity,fraud_flag
100649,2008,27779.31,Recharge,Web,Chennai,2026-03-05 08:19:08.455889,0,1,0,17.28,0
100650,3141,29200.13,Recharge,Android,Bangalore,2026-04-16 15:40:08.455894,2,1,1,1.25,0
100651,2773,10357.61,P2P,Web,Mumbai,2026-02-24 02:53:08.455899,4,1,1,18.85,0
100652,1957,42571.77,P2P,Android,Chennai,2026-02-14 09:12:08.455904,1,0,0,17.39,0
100653,4059,4222.38,Bill,Android,Chennai,2026-03-12 22:12:08.455909,2,1,1,15.3,0
100654,1452,17811.09,Merchant,Android,Mumbai,2026-03-20 14:51:08.455914,4,1,0,19.67,1
100655,2227,34022.42,Merchant,iOS,Chennai,2026-03-22 05:26:08.455919,2,1,0,2.02,0
100656,3959,13713.28,Merchant,Web,Delhi,2026-04-21 00:39:08.455924,4,0,1,13.19,0
100657,3265,41385.48,Merchant,Android,Bangalore,2026-04-19 11:00:08.455929,3,0,0,17.14,0
100658,3521,36995.99,P2P,iOS,Bangalore,2026-03-03 05:31:08.455934,3,1,1,3.41,0
100659,3479,39453.25,P2P,iOS,Chennai,2026-03-12 21:18:08.455939,1,1,1,12.11,1
100660,3388,5964.14,Bill,Android,Mumbai,2026-02-14 22:14:08.455944,2,0,1,8.48,0
100661,1550,7035.95,Merchant,Android,Hyderabad,2026-04-08 12:24:08.455949,3,0,0,9.28,0
100662,2635,14330.82,P2P,Android,Chennai,2026-03-04 09:29:08.455954,0,0,1,18.34,1
100663,2312,25908.68,P2P,Android,Hyderabad,2026-02-22 12:34:08.455959,3,1,0,11.23,0
100664,4325,37403.32,P2P,Android,Chennai,2026-04-17 23:25:08.455964,3,0,1,2.77,0
100665,2757,41828.18,P2P,Web,Hyderabad,2026-04-06 01:47:08.455970,2,0,0,18.81,0
100666,1356,35219.72,Merchant,Android,Chennai,2026-03-25 22:37:08.455974,4,1,1,4.52,1
100667,3070,46430.56,Merchant,Android,Mumbai,2026-04-03 21:06:08.455979,0,1,1,17.96,0
100668,2785,36939.79,P2P,Web,Hyderabad,2026-03-30 01:39:08.455984,0,0,0,19.45,0
100669,3569,15320.33,Recharge,iOS,Delhi,2026-03-26 22:35:08.455990,4,1,0,17.68,0
100670,2781,13261.41,Bill,Web,Mumbai,2026-02-15 01:03:08.455995,2,1,1,13.87,1
100671,4908,34812.66,Merchant,iOS,Chennai,2026-03-29 09:00:08.456000,3,1,0,15.13,0
100672,4171,9651.6,Merchant,iOS,Hyderabad,2026-04-07 15:49:08.456005,4,0,1,14.3,0
100673,3849,4644.81,Recharge,Web,Bangalore,2026-04-16 14:34:08.456011,0,1,1,9.75,0
100674,4251,26615.82,Merchant,Android,Mumbai,2026-03-12 20:25:08.456016,0,1,0,6.21,1
100675,4294,41083.86,Recharge,iOS,Hyderabad,2026-04-04 17:40:08.456025,3,1,0,6.42,1
100676,4977,5077.98,Recharge,Android,Mumbai,2026-04-03 06:03:08.456038,3,1,1,14.89,0
100677,3809,39596.65,P2P,Web,Hyderabad,2026-04-23 01:44:08.456043,1,1,1,12.89,0
100678,4730,40580.48,Merchant,iOS,Bangalore,2026-04-12 16:23:08.456048,4,1,1,12.11,0
100679,3489,24118.88,Bill,Android,Delhi,2026-04-10 18:15:08.456053,3,1,1,13.4,0
100680,2631,2874.94,Recharge,iOS,Bangalore,2026-03-31 04:28:08.456059,1,1,0,15.72,0
100681,3816,8737.75,Bill,iOS,Chennai,2026-02-18 11:19:08.456064,2,1,1,15.22,0
100682,2015,35374.24,P2P,Web,Mumbai,2026-03-19 08:42:08.456069,0,0,0,3.0,1
100683,2348,35591.78,Merchant,Android,Delhi,2026-03-17 13:09:08.456074,4,1,1,7.9,0
100684,1515,44918.78,P2P,Android,Mumbai,2026-04-15 12:36:08.456079,2,1,0,6.02,0
100685,4087,29138.48,P2P,iOS,Hyderabad,2026-03-18 04:39:08.456084,4,1,1,11.23,0
100686,3839,6214.13,Bill,Android,Chennai,2026-02-28 11:09:08.456089,4,1,0,2.17,0
100687,1335,6079.53,Bill,iOS,Chennai,2026-03-01 18:49:08.456093,3,1,1,15.49,0
100688,2782,36059.41,Recharge,Web,Mumbai,2026-02-13 09:28:08.456098,1,1,0,3.02,0
100689,3305,9197.4,Merchant,Web,Chennai,2026-03-22 17:46:08.456104,4,0,0,6.16,0
100690,1496,16425.99,P2P,Android,Mumbai,2026-02-14 07:02:08.456109,2,1,0,15.87,0
100691,1895,24365.73,Recharge,Web,Hyderabad,2026-02-24 20:34:08.456114,4,1,1,1.98,0
100692,3207,1248.0,Recharge,Web,Hyderabad,2026-03-25 14:05:08.456119,1,0,0,13.54,0
100693,4546,12448.46,P2P,Android,Mumbai,2026-02-21 15:48:08.456124,0,0,0,18.57,0
100694,1851,20400.4,P2P,iOS,Bangalore,2026-03-05 17:05:08.456129,4,0,1,12.74,1
100695,2687,13989.02,Recharge,Web,Bangalore,2026-02-16 01:40:08.456134,2,1,1,14.54,0
100696,2931,6827.15,P2P,Android,Hyderabad,2026-04-21 02:16:08.456139,0,1,1,16.05,0
100697,3737,36403.33,P2P,Android,Delhi,2026-04-13 05:59:08.456144,0,1,0,5.22,0
100698,4746,40659.25,Bill,Android,Bangalore,2026-02-17 04:34:08.456149,3,1,0,12.04,0
100699,3427,12881.37,Merchant,Web,Mumbai,2026-03-26 22:05:08.456154,3,1,0,6.87,0
100700,2568,38723.23,Recharge,Web,Hyderabad,2026-04-11 13:27:08.456159,4,1,0,5.74,0
100701,1956,19283.82,P2P,iOS,Chennai,2026-04-13 00:08:08.456164,2,0,1,4.66,0
100702,3738,25339.22,Recharge,iOS,Chennai,2026-04-16 14:18:08.456169,3,1,0,12.12,0
100703,4498,42801.49,Merchant,iOS,Bangalore,2026-02-21 19:45:08.456174,1,1,1,16.1,0
100704,2636,37500.18,Recharge,iOS,Delhi,2026-04-16 21:07:08.456178,1,0,0,17.64,1
100705,2291,40257.79,Recharge,iOS,Bangalore,2026-03-25 11:58:08.456184,0,1,1,9.14,0
100706,4906,6850.89,Recharge,iOS,Delhi,2026-03-07 03:17:08.456189,0,0,1,8.09,0
100707,4648,3495.27,Bill,Android,Bangalore,2026-03-07 22:30:08.456194,0,0,0,14.06,0
100708,2440,44671.3,Merchant,iOS,Chennai,2026-04-22 01:59:08.456198,1,0,0,15.83,0
100709,2191,19397.84,Merchant,Web,Delhi,2026-04-01 04:41:08.456203,3,0,0,5.81,0
100710,4913,14401.11,Recharge,iOS,Chennai,2026-02-17 23:08:08.456209,3,1,1,6.65,0
100711,2066,36237.57,Recharge,Web,Mumbai,2026-03-26 15:56:08.456214,4,1,1,11.13,0
100712,4627,41822.42,Merchant,iOS,Mumbai,2026-04-07 04:01:08.456219,2,1,0,9.44,0
100713,1284,43125.86,P2P,Android,Hyderabad,2026-04-04 18:08:08.456224,1,1,1,14.41,0
100714,3444,15806.7,Bill,Android,Chennai,2026-04-09 08:27:08.456229,0,1,0,10.59,0
100715,1011,42612.1,Merchant,Web,Chennai,2026-03-19 01:30:08.456234,2,1,0,3.12,0
100716,2630,2056.29,Recharge,iOS,Hyderabad,2026-03-26 00:47:08.456239,0,0,0,4.15,0
100717,4373,2492.58,P2P,Android,Mumbai,2026-04-15 14:32:08.456244,2,0,0,18.14,0
100718,4969,31179.72,P2P,Android,Mumbai,2026-03-17 17:43:08.456249,2,0,1,5.32,0
100719,4324,3164.69,P2P,iOS,Delhi,2026-04-05 18:29:08.456254,3,0,0,1.95,0
100720,3546,16237.21,Bill,Web,Delhi,2026-04-02 06:12:08.456259,4,0,1,14.9,0
100721,1753,33641.07,Bill,Web,Mumbai,2026-04-13 14:10:08.456264,4,1,1,14.0,0
100722,3082,16869.97,Merchant,Web,Bangalore,2026-04-20 04:13:08.456269,0,1,1,12.4,0
100723,3774,8988.19,Merchant,Android,Chennai,2026-02-22 01:22:08.456274,1,0,1,10.54,0
100724,3896,14074.72,Merchant,iOS,Delhi,2026-03-28 13:50:08.456278,4,0,1,19.42,1
100725,1089,22884.19,Merchant,Android,Bangalore,2026-03-12 22:27:08.456283,1,1,0,3.28,0
100726,1775,23774.54,Recharge,Android,Delhi,2026-04-05 19:51:08.456288,0,1,1,10.69,0
100727,3652,39152.18,Bill,Android,Hyderabad,2026-03-22 12:31:08.456293,1,1,0,11.72,0
100728,4993,37510.16,P2P,Android,Chennai,2026-04-09 01:46:08.456299,2,1,0,1.43,0
100729,4017,22846.32,Recharge,iOS,Delhi,2026-03-30 20:26:08.456304,2,1,0,8.83,0
100730,2625,42284.91,Merchant,Android,Mumbai,2026-03-10 01:17:08.456309,0,0,0,15.87,1
100731,4069,5720.71,Merchant,Android,Hyderabad,2026-02-21 06:00:08.456314,1,0,1,9.95,0
100732,1417,12775.11,Recharge,Web,Hyderabad,2026-02-26 22:24:08.456318,1,0,1,17.63,0
100733,1114,41400.54,P2P,Android,Mumbai,2026-03-27 13:50:08.456323,0,1,0,13.25,1
100734,1616,18905.92,Bill,iOS,Hyderabad,2026-03-22 07:48:08.456328,4,0,0,15.56,0
100735,4974,49059.27,Bill,Android,Chennai,2026-04-20 15:56:08.456333,3,0,0,16.29,0
100736,4267,23318.0,P2P,iOS,Delhi,2026-02-24 11:58:08.456338,4,0,0,14.1,0
100737,1825,39598.86,Bill,iOS,Hyderabad,2026-03-08 05:35:08.456343,3,1,0,15.24,0
100738,4572,20121.33,Merchant,iOS,Chennai,2026-03-30 18:38:08.456348,1,1,0,14.21,0
100739,2649,21253.43,Merchant,Web,Mumbai,2026-03-20 15:49:08.456353,3,1,1,11.46,0
100740,2516,19150.33,Merchant,Web,Delhi,2026-04-11 20:08:08.456358,3,1,1,11.76,0
100741,4146,35956.59,Merchant,Android,Mumbai,2026-02-23 02:35:08.456363,1,0,1,4.61,0
100742,1412,27380.42,P2P,Android,Delhi,2026-04-07 08:00:08.456369,2,0,1,16.72,0
100743,4447,47189.47,Bill,Android,Hyderabad,2026-03-11 21:23:08.456374,3,1,0,6.93,0
100744,4491,12552.01,Bill,iOS,Hyderabad,2026-04-08 13:05:08.456379,0,1,1,11.18,0
100745,1728,5037.13,Recharge,iOS,Delhi,2026-04-07 07:04:08.456384,4,1,1,5.74,0
100746,4348,19669.14,P2P,iOS,Chennai,2026-03-29 05:08:08.456389,1,0,0,14.22,0
100747,4068,30839.47,Bill,Android,Chennai,2026-04-06 22:54:08.456394,1,1,1,19.53,0
100748,3808,43041.34,Bill,Android,Chennai,2026-03-08 22:34:08.456398,3,0,0,16.24,0
100749,1675,17316.38,Recharge,Android,Bangalore,2026-02-21 05:13:08.456404,2,1,0,12.76,0
100750,4465,32692.8,Merchant,Android,Chennai,2026-04-20 07:15:08.456409,2,1,0,11.78,0
100751,2892,17516.43,Bill,Web,Hyderabad,2026-03-30 04:52:08.456414,4,1,0,10.31,0
100752,3504,30864.81,Merchant,Web,Bangalore,2026-02-18 03:58:08.456419,4,0,0,4.89,0
100753,3967,44241.55,Recharge,Web,Chennai,2026-03-09 06:40:08.456424,2,1,1,7.61,0
100754,3239,11575.57,Bill,Android,Hyderabad,2026-03-26 19:33:08.456429,2,0,0,8.72,0
100755,3786,20218.04,Merchant,Web,Bangalore,2026-04-07 20:01:08.456434,2,0,1,18.95,0
100756,4760,49663.33,P2P,Web,Hyderabad,2026-02-21 16:31:08.456462,3,1,0,9.09,0
100757,2122,43429.17,Merchant,Android,Delhi,2026-03-03 04:13:08.456468,0,0,0,12.14,0
100758,2571,28236.35,Merchant,Web,Hyderabad,2026-04-04 09:48:08.456473,4,1,0,18.53,0
100759,1977,25836.21,Merchant,Android,Bangalore,2026-04-22 22:36:08.456480,1,1,1,10.85,0
100760,2008,14237.17,Merchant,Android,Chennai,2026-03-29 03:42:08.456485,2,1,0,5.78,0
100761,3143,25865.3,P2P,Android,Bangalore,2026-03-09 16:22:08.456492,2,1,1,8.24,0
100762,2687,42410.59,Recharge,iOS,Chennai,2026-04-15 02:45:08.456497,0,0,1,8.14,0
100763,3710,34261.87,Merchant,Android,Chennai,2026-04-21 15:44:08.456501,2,0,1,14.58,0
100764,4261,14509.3,Merchant,Web,Mumbai,2026-04-23 00:32:08.456506,4,1,0,6.63,0
100765,4807,10081.18,Bill,Web,Delhi,2026-03-19 23:40:08.456511,2,1,1,14.88,0
100766,1036,13267.77,Bill,Android,Mumbai,2026-03-10 00:36:08.456516,0,0,0,17.9,0
100767,4851,8496.26,P2P,iOS,Bangalore,2026-04-22 13:43:08.456522,3,0,0,7.39,0
100768,4440,4791.08,P2P,iOS,Mumbai,2026-03-01 07:41:08.456527,4,0,0,3.57,0
100769,4766,20962.62,P2P,iOS,Chennai,2026-03-13 04:50:08.456532,3,0,0,13.13,0
100770,2548,5673.85,Bill,Web,Bangalore,2026-03-16 06:37:08.456537,1,1,0,7.86,0
100771,3326,8603.91,Merchant,iOS,Mumbai,2026-04-01 03:19:08.456542,0,0,0,11.15,0
100772,3264,27370.76,Bill,iOS,Hyderabad,2026-04-07 00:32:08.456548,1,0,1,13.05,0
100773,3914,8238.32,Recharge,Android,Delhi,2026-03-19 01:54:08.456552,1,1,0,8.75,0
100774,1872,3203.35,P2P,iOS,Hyderabad,2026-03-30 10:35:08.456558,1,1,0,18.57,0
100775,2821,15876.27,P2P,iOS,Bangalore,2026-04-14 21:04:08.456564,1,0,1,8.59,0
100776,2296,11023.75,P2P,iOS,Mumbai,2026-03-30 14:04:08.456569,0,1,1,6.84,0
100777,4952,25770.11,Recharge,Android,Chennai,2026-03-20 02:45:08.456574,3,0,0,17.83,0
100778,3109,5127.33,Merchant,Android,Mumbai,2026-02-13 06:14:08.456579,2,1,0,3.59,0
100779,1595,37591.02,Merchant,iOS,Bangalore,2026-02-13 22:59:08.456584,1,0,1,3.36,1
100780,2903,45312.61,Merchant,Web,Bangalore,2026-04-18 13:11:08.456589,2,1,1,18.78,0
100781,1728,37174.32,P2P,Web,Bangalore,2026-04-08 06:02:08.456594,2,0,0,4.97,0
100782,2365,26646.02,Merchant,Android,Bangalore,2026-04-16 13:04:08.456599,1,1,1,3.82,0
100783,1396,43034.78,Bill,iOS,Mumbai,2026-03-21 05:25:08.456604,4,0,1,11.17,0
100784,1698,34748.97,P2P,Web,Hyderabad,2026-02-22 13:39:08.456609,2,1,0,1.89,0
100785,4090,537.45,Recharge,iOS,Chennai,2026-02-24 18:15:08.456614,4,1,1,12.78,0
100786,3224,19710.57,Recharge,Android,Chennai,2026-03-08 00:31:08.456620,3,1,1,9.61,0
100787,2635,42549.09,Merchant,Web,Delhi,2026-04-16 12:12:08.456625,2,1,1,13.17,0
100788,1395,17299.48,P2P,Android,Bangalore,2026-03-17 21:57:08.456630,0,1,1,6.39,0
100789,3492,1770.41,Bill,iOS,Bangalore,2026-04-20 13:34:08.456635,3,0,1,18.2,1
100790,4304,37311.52,Bill,Android,Bangalore,2026-03-18 04:49:08.456640,3,1,1,6.14,0
100791,4986,40103.89,P2P,Android,Hyderabad,2026-02-19 03:06:08.456645,4,1,0,13.11,0
100792,1075,8038.08,Merchant,Android,Bangalore,2026-03-30 22:17:08.456649,1,0,0,18.96,0
100793,1264,26871.65,Recharge,Android,Delhi,2026-02-23 01:49:08.456654,0,0,0,8.62,0
100794,3502,9605.85,Recharge,Web,Delhi,2026-03-27 15:31:08.456659,0,1,1,4.07,0
100795,2819,35964.53,Bill,iOS,Hyderabad,2026-03-07 10:13:08.456664,4,1,1,2.3,0
100796,1717,13584.81,Bill,Web,Bangalore,2026-02-22 08:04:08.456669,4,1,0,19.3,0
100797,3782,15817.59,Bill,iOS,Mumbai,2026-02-17 06:41:08.456674,3,0,1,15.51,0
100798,4455,42250.09,Recharge,iOS,Mumbai,2026-02-13 01:06:08.456679,4,1,0,18.46,0
100799,4635,23821.35,Bill,iOS,Chennai,2026-02-14 08:26:08.456684,1,0,1,14.28,0
100800,1850,33491.03,Recharge,iOS,Hyderabad,2026-04-01 03:16:08.456689,3,0,1,7.51,0
100801,4577,20124.63,Recharge,iOS,Mumbai,2026-03-27 03:54:08.456694,3,0,1,3.34,0
100802,2390,14907.36,Merchant,Web,Chennai,2026-04-06 22:00:08.456699,3,1,0,18.66,1
100803,1143,31277.65,Merchant,iOS,Delhi,2026-03-28 08:46:08.456704,0,1,0,10.3,1
100804,1884,7751.33,Merchant,Android,Chennai,2026-04-02 21:46:08.456709,0,1,0,8.53,0
100805,4140,18656.26,Bill,Web,Bangalore,2026-02-17 22:09:08.456714,3,1,0,11.98,0
100806,4170,10459.76,Recharge,Web,Bangalore,2026-02-19 00:36:08.456719,1,0,0,3.02,0
100807,1395,34792.79,Bill,iOS,Delhi,2026-02-14 09:55:08.456724,2,1,1,6.87,0
100808,4096,47211.0,Recharge,Android,Hyderabad,2026-04-16 02:34:08.456729,3,0,1,13.12,0
100809,3995,49775.59,Merchant,Android,Bangalore,2026-03-16 07:53:08.456734,4,1,1,2.9,0
100810,3938,22519.34,Merchant,iOS,Bangalore,2026-04-05 18:35:08.456739,2,0,1,3.57,0
100811,2492,12633.99,Bill,iOS,Chennai,2026-03-10 18:38:08.456744,0,1,0,10.7,0
100812,4555,22147.04,Recharge,Android,Chennai,2026-03-25 15:57:08.456749,0,1,0,12.85,0
100813,4636,42365.0,Bill,Web,Chennai,2026-04-02 15:57:08.456754,2,0,0,4.55,1
100814,4222,10308.22,P2P,Web,Mumbai,2026-02-14 10:31:08.456760,4,1,1,1.63,0
100815,2167,47605.26,Bill,iOS,Delhi,2026-03-11 13:10:08.456765,0,1,0,19.21,0
100816,3616,17099.87,Merchant,Web,Hyderabad,2026-03-05 15:33:08.456770,0,0,0,1.52,0
100817,2062,49290.32,Recharge,Web,Chennai,2026-04-19 14:05:08.456775,3,0,1,1.04,1
100818,3156,41932.06,Recharge,Android,Hyderabad,2026-02-16 07:35:08.456780,1,0,1,7.14,0
100819,4764,40430.44,Bill,Web,Chennai,2026-03-19 11:23:08.456785,4,0,0,5.23,0
100820,2065,15902.05,Merchant,Android,Bangalore,2026-04-01 02:35:08.456790,3,1,0,11.9,0
100821,2209,448.77,P2P,iOS,Hyderabad,2026-03-25 09:14:08.456795,1,1,0,17.99,0
100822,3982,19112.82,Bill,iOS,Mumbai,2026-03-10 17:48:08.456800,0,0,1,10.14,0
100823,3445,15097.45,Recharge,Android,Chennai,2026-03-12 23:19:08.456805,1,1,1,15.69,0
100824,4294,1879.48,Merchant,Android,Delhi,2026-03-17 03:27:08.456810,0,1,1,18.28,0
100825,1633,25273.21,Recharge,iOS,Bangalore,2026-03-03 18:34:08.456815,3,0,1,4.6,0
100826,2156,20157.54,Recharge,Android,Chennai,2026-03-29 09:17:08.456820,0,0,1,10.28,0
100827,4234,31731.48,Recharge,iOS,Hyderabad,2026-03-14 08:41:08.456825,1,1,1,13.2,0
100828,2238,31063.1,Recharge,iOS,Chennai,2026-02-24 14:24:08.456830,3,1,0,7.31,0
100829,1732,6046.12,P2P,iOS,Bangalore,2026-03-05 06:25:08.456835,1,0,0,15.06,1
100830,1234,48848.51,Merchant,iOS,Delhi,2026-04-20 21:49:08.456840,1,0,0,14.4,0
100831,4914,9354.7,Bill,iOS,Delhi,2026-02-21 07:31:08.456845,2,0,1,9.0,1
100832,3705,22269.25,Merchant,iOS,Delhi,2026-03-18 06:01:08.456850,0,1,1,2.67,0
100833,1750,24411.0,Merchant,Web,Bangalore,2026-03-11 21:05:08.456855,0,0,0,1.22,0
100834,3635,40655.01,Merchant,Web,Chennai,2026-02-13 13:54:08.456860,1,0,0,8.02,0
100835,4080,4970.49,Bill,iOS,Bangalore,2026-02-18 20:39:08.456865,0,1,1,2.56,0
100836,4145,21437.93,Merchant,Web,Bangalore,2026-02-21 06:45:08.456874,4,0,1,15.85,0
100837,1953,31428.82,Bill,Android,Chennai,2026-02-14 06:35:08.456879,0,0,1,7.35,0
100838,3539,10765.63,Bill,Android,Mumbai,2026-03-04 17:30:08.456884,3,0,0,13.66,0
100839,3960,31377.12,P2P,iOS,Delhi,2026-04-11 17:35:08.456889,0,1,1,7.58,0
100840,4324,46184.01,Recharge,Web,Hyderabad,2026-04-01 09:21:08.456894,4,1,1,16.12,0
100841,4301,49875.93,Bill,Android,Hyderabad,2026-03-04 22:24:08.456899,1,0,1,17.88,0
100842,2542,1632.23,Recharge,Android,Chennai,2026-03-09 18:21:08.456903,0,1,1,16.91,0
100843,2197,11787.06,Merchant,Android,Hyderabad,2026-04-21 09:23:08.456909,3,0,0,10.2,0
100844,2676,15522.25,Recharge,Android,Mumbai,2026-04-02 03:23:08.456916,4,1,0,2.6,0
100845,2191,19962.31,Recharge,Web,Bangalore,2026-02-17 08:33:08.456921,2,1,1,8.06,0
100846,3217,12120.44,Recharge,Android,Delhi,2026-02-28 15:41:08.456926,1,0,1,9.06,0
100847,2416,10182.36,Merchant,Android,Hyderabad,2026-04-19 10:30:08.456931,1,0,1,19.24,0
100848,3993,47728.15,Merchant,Android,Hyderabad,2026-03-19 09:05:08.456936,1,1,1,11.74,0
100849,3842,45926.89,Bill,iOS,Chennai,2026-03-08 04:10:08.456941,4,1,1,13.18,0
100850,3681,2359.16,Bill,Android,Chennai,2026-02-24 09:00:08.456946,0,1,1,15.86,0
100851,2217,16947.26,P2P,Android,Bangalore,2026-03-27 00:00:08.456951,0,1,1,11.8,0
100852,2540,20263.38,Merchant,Web,Delhi,2026-02-15 03:24:08.456956,0,0,1,12.37,0
100853,3076,11958.34,P2P,Android,Hyderabad,2026-03-25 14:00:08.456961,0,1,0,5.66,0
100854,4236,31447.36,Merchant,Android,Bangalore,2026-03-06 00:48:08.456966,1,0,0,2.12,0
100855,2445,32022.63,Recharge,Android,Delhi,2026-02-18 03:05:08.456971,2,0,1,14.71,0
100856,3386,42526.71,P2P,iOS,Bangalore,2026-03-28 17:21:08.456976,1,1,0,17.13,0
100857,4719,37046.05,P2P,Web,Hyderabad,2026-04-17 21:03:08.456981,2,1,0,8.83,0
100858,2519,27133.24,P2P,Web,Chennai,2026-04-17 23:59:08.456986,2,1,0,11.43,0
100859,2388,32682.8,Merchant,iOS,Chennai,2026-03-21 12:14:08.456991,0,0,0,6.84,0
100860,2856,13706.7,Bill,iOS,Chennai,2026-03-31 20:39:08.456996,3,0,1,9.55,0
100861,2365,29656.88,P2P,Web,Mumbai,2026-04-16 23:44:08.457003,4,1,1,4.97,0
100862,1499,24466.47,Bill,Android,Bangalore,2026-03-01 12:15:08.457008,3,1,1,15.44,0
100863,2680,6675.89,Merchant,Web,Hyderabad,2026-04-14 01:59:08.457014,2,1,1,10.35,0
100864,1510,12134.79,P2P,iOS,Bangalore,2026-03-20 04:33:08.457019,3,0,0,11.4,0
100865,4398,14591.76,Merchant,Android,Chennai,2026-03-27 18:00:08.457024,2,0,0,1.7,0
100866,1216,46216.24,Bill,Web,Bangalore,2026-04-14 11:15:08.457029,1,1,0,12.83,0
100867,2324,11527.03,Bill,Android,Delhi,2026-04-09 07:45:08.457034,1,0,0,4.85,0
100868,2155,14469.3,P2P,Android,Bangalore,2026-04-15 01:22:08.457039,0,0,1,8.28,0
100869,2827,18474.01,Bill,iOS,Mumbai,2026-02-20 13:44:08.457043,4,0,1,8.84,0
100870,4141,33190.5,Recharge,Web,Mumbai,2026-02-27 20:15:08.457048,1,0,1,9.53,0
100871,4323,5920.74,Recharge,iOS,Chennai,2026-04-01 07:11:08.457053,4,1,0,5.32,0
100872,4486,47697.72,P2P,Web,Hyderabad,2026-04-18 10:43:08.457058,0,1,1,17.15,0
100873,2810,43279.91,Merchant,Web,Delhi,2026-02-28 02:08:08.457063,4,1,1,9.13,0
100874,3492,28865.03,Merchant,Android,Hyderabad,2026-02-26 15:13:08.457068,1,0,1,12.63,0
100875,3923,33705.15,Merchant,Android,Hyderabad,2026-04-22 07:23:08.457074,1,1,0,12.66,0
100876,2205,842.86,Recharge,Android,Delhi,2026-04-06 00:01:08.457078,3,1,1,12.53,0
100877,3214,16953.85,Bill,iOS,Mumbai,2026-04-07 18:38:08.457083,3,0,1,11.63,0
100878,1090,39785.05,Recharge,Android,Chennai,2026-04-21 10:08:08.457089,3,0,1,16.63,0
100879,1713,3883.37,Bill,iOS,Bangalore,2026-03-19 21:16:08.457094,4,0,1,16.44,0
100880,2881,14122.87,Recharge,Android,Mumbai,2026-02-15 09:51:08.457099,1,1,0,8.93,0
100881,4602,29268.99,Merchant,iOS,Chennai,2026-04-18 00:25:08.457104,0,1,1,13.08,0
100882,1038,12828.09,Merchant,Web,Mumbai,2026-02-14 15:53:08.457109,2,0,0,2.95,0
100883,4197,46699.56,Merchant,iOS,Delhi,2026-03-28 19:28:08.457114,1,1,1,2.72,0
100884,4522,6561.62,P2P,iOS,Hyderabad,2026-04-18 18:15:08.457119,3,1,1,10.12,0
100885,1172,39871.74,P2P,iOS,Delhi,2026-03-05 09:05:08.457124,3,0,1,18.1,0
100886,1652,25402.36,Bill,Web,Bangalore,2026-04-15 08:23:08.457129,4,0,1,13.35,0
100887,1753,37519.04,P2P,iOS,Delhi,2026-03-09 06:49:08.457134,3,1,1,13.72,0
100888,2243,15542.66,Recharge,Web,Hyderabad,2026-03-08 12:57:08.457139,4,1,0,4.0,0
100889,4709,25729.34,Recharge,Android,Mumbai,2026-02-18 00:25:08.457144,0,0,1,9.61,1
100890,2081,42843.2,Bill,Android,Chennai,2026-02-28 08:12:08.457149,3,0,1,8.62,0
100891,2683,23349.24,Bill,Web,Bangalore,2026-02-24 19:10:08.457154,4,0,1,15.88,0
100892,3523,17992.4,Merchant,iOS,Mumbai,2026-03-06 13:29:08.457159,3,0,0,3.62,0
100893,1455,26812.41,P2P,Android,Chennai,2026-02-14 19:55:08.457165,4,1,0,11.24,0
100894,1828,35870.96,Merchant,iOS,Hyderabad,2026-02-24 12:03:08.457169,1,1,1,18.32,0
100895,1894,22183.73,P2P,iOS,Delhi,2026-02-20 00:13:08.457174,4,1,0,17.96,0
100896,2384,46944.46,P2P,Web,Mumbai,2026-03-22 10:36:08.457180,2,1,1,17.19,0
100897,2958,14754.34,Bill,Android,Chennai,2026-04-11 15:04:08.457185,0,1,0,8.12,0
100898,4072,23778.43,Merchant,Web,Chennai,2026-03-02 01:42:08.457190,1,0,1,18.88,0
100899,3434,37848.81,Merchant,Web,Delhi,2026-02-21 19:49:08.457195,0,0,0,16.3,0
100900,2996,34459.16,P2P,Web,Mumbai,2026-04-03 18:51:08.457200,1,0,0,17.17,0
100901,3395,43183.42,P2P,Web,Mumbai,2026-04-06 11:43:08.457205,3,0,0,18.71,0
100902,1189,49840.49,Bill,iOS,Hyderabad,2026-03-09 22:58:08.457210,4,1,0,18.8,0
100903,1504,21348.65,Recharge,Android,Mumbai,2026-04-14 02:31:08.457215,3,1,0,5.56,0
100904,2214,5566.43,Merchant,Android,Delhi,2026-04-17 20:46:08.457220,0,0,0,3.43,0
100905,2531,1530.49,Merchant,Android,Mumbai,2026-03-20 10:04:08.457225,0,1,0,14.13,0
100906,4440,36346.58,Bill,iOS,Hyderabad,2026-03-12 06:25:08.457230,1,0,0,11.7,0
100907,4480,43701.94,Bill,iOS,Chennai,2026-02-28 06:03:08.457235,0,1,1,7.22,0
100908,1823,11043.42,Merchant,Web,Mumbai,2026-03-27 04:11:08.457240,4,1,1,14.0,0
100909,1928,7930.82,Merchant,Web,Delhi,2026-03-30 19:09:08.457245,0,1,1,2.18,0
100910,1933,3119.63,P2P,Web,Mumbai,2026-03-24 04:13:08.457250,3,1,1,1.9,0
100911,2140,41136.92,Recharge,Web,Bangalore,2026-03-12 05:53:08.457255,4,1,1,7.73,0
100912,1133,15575.98,Merchant,Android,Hyderabad,2026-03-31 11:45:08.457260,0,1,1,4.68,0
